;history;predict
757;[3643.51171875, 3928.30859375, 3627.48046875, 3807.515625, 3763.296875, 4162.97265625, 3988.19140625, 4359.6484375, 4437.3671875, 4702.79296875, 4409.42578125, 5134.01953125, 4851.0546875, 4468.9453125, 4805.41015625, 4608.4921875, 4403.87109375, 4413.67578125, 4267.453125, 4187.328125, 4305.66796875, 4326.19921875, 3990.11328125, 3836.44921875, 4033.0390625, 3911.05078125, 3821.25390625, 3743.30078125, 3861.515625, 3623.91015625, 3426.1171875, 4542.953125, 3856.7265625, 4049.66796875, 4044.05078125, 3980.11328125, 3921.2265625, 4083.20703125, 4103.38671875, 3723.55859375, 3899.7734375, 4202.01171875, 3805.80078125, 3868.24609375, 3835.296875, 4011.32421875, 3454.21484375, 4003.83203125, 3643.15234375, 3411.5859375];[3481.125, 3759.82421875, 3683.875, 3726.234375, 3913.17578125, 3960.2578125, 4089.9921875, 4319.8203125, 3945.0078125, 4253.99609375]
758;[3481.125, 3759.82421875, 3683.875, 3726.234375, 3913.17578125, 3960.2578125, 4089.9921875, 4319.8203125, 3945.0078125, 4253.99609375, 4496.359375, 4270.44140625, 4314.44140625, 4082.609375, 4296.859375, 3725.671875, 3816.59375, 3651.5, 3615.3125, 3657.125, 3448.59375, 3800.96875, 3499.0, 3434.71875, 3630.0, 3471.03125, 3676.0, 3658.3125, 3389.375, 3915.25, 3853.5, 4102.21875, 4155.125, 4076.25, 4202.75, 3895.15625, 3989.65625, 4143.53125, 3756.90625, 3839.78125, 4090.84375, 3564.1875, 3806.875, 3754.71875, 3965.9375, 3298.21875, 3728.71875, 3714.96875, 3341.65625, 3423.9375];[3644.09375, 3814.34375, 3661.90625, 4009.34375, 3862.625, 3873.90625, 3658.59375, 4361.875, 3788.96875, 3881.9375]
759;[3644.09375, 3814.34375, 3661.90625, 4009.34375, 3862.625, 3873.90625, 3658.59375, 4361.875, 3788.96875, 3881.9375, 4320.90625, 3553.28125, 3823.875, 3839.5, 3778.375, 3670.1875, 3693.03125, 3952.25, 3694.3125, 3666.65625, 3663.46875, 3588.96875, 3523.3125, 3494.125, 3509.28125, 3728.1875, 3512.40625, 3973.8125, 0.0, 3811.71875, 3785.1875, 3795.46875, 3804.0, 3663.59375, 3972.5, 3679.5, 3605.125, 3671.1875, 3689.28125, 3721.625, 3612.78125, 3602.5625, 3351.03125, 3511.34375, 3556.78125, 3280.9375, 3547.46875, 3187.4375, 3402.15625, 3589.6875];[3712.375, 3462.34375, 3730.75, 3655.71875, 3550.15625, 3622.53125, 3920.875, 3713.40625, 3619.15625, 3742.3125]
760;[3712.375, 3462.34375, 3730.75, 3655.71875, 3550.15625, 3622.53125, 3920.875, 3713.40625, 3619.15625, 3742.3125, 3622.09375, 3686.875, 3537.53125, 3809.875, 3560.0625, 3515.09375, 3663.625, 3390.65625, 3298.0625, 3517.5625, 3408.84375, 3142.09375, 3338.40625, 3677.625, 3706.8125, 3750.53125, 3601.78125, 4341.21875, 3647.71875, 3861.28125, 3977.59375, 4041.65625, 3664.78125, 4127.0625, 3792.125, 3881.21875, 3974.46875, 3749.90625, 3707.0, 3596.75, 3853.875, 3585.96875, 3549.28125, 3610.5625, 3420.0625, 3415.4375, 3788.75, 3624.96875, 3860.03125, 3989.6875];[4170.0, 3853.8125, 4400.34375, 4880.15625, 4454.96875, 4700.625, 4906.96875, 4578.5, 4521.3125, 4659.875]
761;[4170.0, 3853.8125, 4400.34375, 4880.15625, 4454.96875, 4700.625, 4906.96875, 4578.5, 4521.3125, 4659.875, 4563.65625, 4440.40625, 4577.96875, 4630.625, 4348.75, 4136.03125, 4374.875, 4062.90625, 4292.40625, 4268.0625, 4142.125, 4096.9375, 4455.25, 4181.375, 4119.75, 4364.5625, 4506.75, 4565.875, 4328.3125, 4604.8125, 4491.0, 4354.375, 4522.875, 4350.625, 4304.375, 4419.5, 4277.9375, 4383.5, 4041.25, 4352.625, 4169.9375, 3797.875, 4180.5625, 3867.5625, 4156.4375, 4208.25, 4357.5, 4176.0, 4165.125, 4813.375];[4324.5625, 4445.4375, 4459.0625, 4478.1875, 4546.375, 4209.25, 4505.0, 4265.0, 4415.9375, 4249.0]
762;[4324.5625, 4445.4375, 4459.0625, 4478.1875, 4546.375, 4209.25, 4505.0, 4265.0, 4415.9375, 4249.0, 4397.8125, 4040.125, 4346.0625, 4137.625, 3952.5, 4116.25, 3842.0625, 4041.375, 3803.3125, 4226.625, 4470.25, 4149.0625, 4542.0, 4370.6875, 4095.625, 4525.0625, 4353.0625, 4354.4375, 4494.6875, 4471.875, 4348.875, 4403.6875, 4228.0625, 4447.375, 4246.875, 4352.8125, 4041.625, 4115.5, 4024.0, 3975.5625, 3924.1875, 3993.0, 4134.1875, 4149.625, 4352.75, 4353.0625, 0.0, 4126.5, 5098.375, 4468.0];[4713.625, 4247.9375, 4601.9375, 1157.1243591308594, 4569.519218444824, 4972.703308105469, 4787.822326660156, 4893.752197265625, 4474.7548828125, 4581.5203857421875]
763;[4713.625, 4247.9375, 4601.9375, 1157.1243591308594, 4569.519218444824, 4972.703308105469, 4787.822326660156, 4893.752197265625, 4474.7548828125, 4581.5203857421875, 4673.4716796875, 4406.65869140625, 4430.902099609375, 4490.521728515625, 4436.339599609375, 4412.513916015625, 4302.058837890625, 4725.42626953125, 4531.83203125, 4924.20654296875, 5101.36083984375, 4972.1630859375, 4940.71044921875, 5283.3515625, 4872.3818359375, 5256.64306640625, 4857.15625, 5385.763671875, 4674.73828125, 4767.580078125, 5025.18359375, 4658.33984375, 4758.869140625, 4752.994140625, 4658.462890625, 4470.7392578125, 4331.6298828125, 4345.7783203125, 4422.0966796875, 4013.0224609375, 4478.8232421875, 4770.947265625, 4735.09375, 4823.2216796875, 4919.74609375, 5028.591796875, 5116.2421875, 4916.8505859375, 5303.7099609375, 4939.943359375];[5312.650390625, 5368.623046875, 5345.478515625, 5045.337890625, 5250.998046875, 4713.662109375, 5095.509765625, 5008.69921875, 4606.267578125, 4667.126953125]
764;[5312.650390625, 5368.623046875, 5345.478515625, 5045.337890625, 5250.998046875, 4713.662109375, 5095.509765625, 5008.69921875, 4606.267578125, 4667.126953125, 4595.28515625, 4484.544921875, 4617.521484375, 4469.05859375, 4320.97265625, 4806.349609375, 5203.255859375, 4139.10546875, 5593.498046875, 5082.880859375, 5417.0546875, 5300.5859375, 5169.17578125, 5460.3125, 5178.333984375, 5265.341796875, 5287.1484375, 4758.990234375, 4898.33203125, 4834.9453125, 5009.91015625, 4636.779296875, 4732.376953125, 4852.84375, 4562.037109375, 4580.2578125, 4569.79296875, 4351.95703125, 4117.57421875, 5187.28515625, 4576.71875, 4697.6640625, 4568.765625, 5207.8359375, 5123.8359375, 4719.58984375, 5234.0703125, 4901.78515625, 4842.1171875, 4833.44140625];[4995.6640625, 4657.22265625, 4490.3671875, 4779.609375, 4693.578125, 4604.33203125, 4740.47265625, 4413.3125, 4460.54296875, 4660.4140625]
765;[4995.6640625, 4657.22265625, 4490.3671875, 4779.609375, 4693.578125, 4604.33203125, 4740.47265625, 4413.3125, 4460.54296875, 4660.4140625, 4208.234375, 4309.0859375, 4490.18359375, 4534.0625, 4515.88671875, 4776.828125, 4988.66015625, 5007.953125, 4998.58203125, 4759.09375, 5201.234375, 4894.0703125, 4806.234375, 5084.53125, 4719.4375, 4778.0390625, 4966.39453125, 4637.4296875, 4508.50390625, 4611.25, 4901.88671875, 4303.33203125, 4738.4921875, 4460.046875, 4146.65625, 4521.515625, 4703.8828125, 4713.90625, 4544.90234375, 4379.66015625, 5215.1796875, 4880.0546875, 5192.46484375, 4623.984375, 5027.171875, 4879.8046875, 4855.88671875, 4807.69140625, 4876.89453125, 5048.48828125];[4772.58984375, 4633.57421875, 4779.74609375, 4477.6640625, 4703.546875, 4557.609375, 4550.81640625, 4332.69921875, 4502.671875, 4287.6484375]
766;[4772.58984375, 4633.57421875, 4779.74609375, 4477.6640625, 4703.546875, 4557.609375, 4550.81640625, 4332.69921875, 4502.671875, 4287.6484375, 4455.390625, 4447.75, 4948.66796875, 4907.12109375, 0.0, 5513.5546875, 5123.3828125, 5212.140625, 5295.79296875, 5226.546875, 5127.2734375, 5133.46484375, 5092.3125, 5080.2421875, 4843.3828125, 5021.1640625, 4909.765625, 4596.5859375, 4794.5234375, 4429.859375, 4333.84375, 4429.3203125, 4644.4921875, 4162.0078125, 4456.0234375, 4854.0859375, 4898.1171875, 4846.4453125, 5295.0859375, 4955.8515625, 5203.1015625, 5089.6953125, 5381.9921875, 5207.1875, 5140.1015625, 5380.1171875, 5322.0078125, 4973.953125, 5166.734375, 5110.953125];[5082.390625, 4633.3125, 5085.8046875, 4682.046875, 4563.4296875, 4620.15625, 4751.8515625, 4587.90625, 4677.5703125, 4944.265625]
767;[5082.390625, 4633.3125, 5085.8046875, 4682.046875, 4563.4296875, 4620.15625, 4751.8515625, 4587.90625, 4677.5703125, 4944.265625, 5037.9921875, 5022.046875, 5249.2265625, 5338.5546875, 5483.2421875, 5793.34375, 5529.3984375, 5514.390625, 5857.734375, 5343.75, 5505.1796875, 5431.40625, 5177.8984375, 5086.3515625, 5120.8203125, 5166.125, 4855.7890625, 4733.2421875, 5001.3203125, 4428.96875, 4791.46875, 4830.921875, 4734.90625, 5048.6875, 4594.359375, 5472.8203125, 5620.234375, 5195.53125, 5889.8125, 5602.6171875, 5235.15625, 6592.3125, 5548.6328125, 5539.109375, 5589.1171875, 5594.1328125, 5253.3671875, 5384.09375, 5438.1875, 5223.21875];[4706.296875, 5345.1328125, 4730.7578125, 4780.1875, 4896.1015625, 5027.9921875, 4741.3359375, 4997.2109375, 5221.6953125, 5244.46875]
768;[4706.296875, 5345.1328125, 4730.7578125, 4780.1875, 4896.1015625, 5027.9921875, 4741.3359375, 4997.2109375, 5221.6953125, 5244.46875, 5347.578125, 5855.1015625, 5575.5625, 5336.7109375, 5961.90625, 5567.625, 5541.859375, 5191.9296875, 5865.9921875, 5085.1484375, 5061.71875, 5254.3515625, 5212.9609375, 4873.25, 5304.1875, 4678.0390625, 4901.6328125, 4592.859375, 5010.0703125, 4547.6484375, 4828.5234375, 4977.72380065918, 4999.191482543945, 5285.95654296875, 5341.6478271484375, 5323.9635009765625, 5634.664794921875, 5324.75244140625, 5373.560791015625, 4900.314208984375, 6126.0546875, 5070.4453125, 5215.201171875, 5328.19921875, 4960.4697265625, 5021.22900390625, 5118.04248046875, 4835.390625, 4639.724609375, 4635.4384765625];[5057.791015625, 4445.517578125, 4539.771484375, 4778.490234375, 4640.0419921875, 4657.4697265625, 4888.7275390625, 5396.015625, 5044.91015625, 5208.6064453125]
769;[5057.791015625, 4445.517578125, 4539.771484375, 4778.490234375, 4640.0419921875, 4657.4697265625, 4888.7275390625, 5396.015625, 5044.91015625, 5208.6064453125, 5493.767578125, 5222.4072265625, 5184.3115234375, 5641.263671875, 5631.4990234375, 5269.7939453125, 5395.99609375, 5387.26171875, 5087.66015625, 5049.4375, 5150.24609375, 4792.451171875, 4690.8515625, 4497.828125, 5072.705078125, 4446.443359375, 4669.671875, 4752.716796875, 4552.33203125, 4731.919921875, 5126.90234375, 4812.279296875, 336.3125, 5670.50390625, 5589.16015625, 5427.990234375, 5916.021484375, 5382.056640625, 5601.77734375, 5506.458984375, 5431.822265625, 5060.28515625, 5235.4375, 5292.8203125, 5081.80078125, 4873.46484375, 5008.91796875, 4762.91015625, 4785.08203125, 4511.775390625];[4575.521484375, 4812.177734375, 4298.2890625, 5334.69921875, 4808.3046875, 5351.3984375, 5799.84375, 5397.1484375, 5590.4375, 5928.75]
770;[4575.521484375, 4812.177734375, 4298.2890625, 5334.69921875, 4808.3046875, 5351.3984375, 5799.84375, 5397.1484375, 5590.4375, 5928.75, 5929.19921875, 6156.71484375, 6032.90625, 6070.55859375, 5733.63671875, 5770.7265625, 5683.3828125, 5596.921875, 5491.44921875, 5433.9609375, 5161.76953125, 4915.56640625, 4994.23046875, 5017.609375, 4888.8828125, 4599.28515625, 5301.078125, 5010.71875, 5405.625, 5862.30078125, 5705.80859375, 6069.7890625, 6258.73046875, 6082.2890625, 6018.81640625, 6107.8671875, 6251.4921875, 6005.69921875, 5615.85546875, 5576.80078125, 5519.2265625, 5119.296875, 5678.015625, 5408.234375, 5171.28125, 4674.92578125, 5291.6484375, 4670.65625, 4690.5859375, 4703.8359375];[4741.28515625, 4748.1328125, 5415.78515625, 5377.85546875, 5345.87109375, 5560.98828125, 5513.84765625, 5666.81640625, 5336.796875, 5883.78125]
771;[4741.28515625, 4748.1328125, 5415.78515625, 5377.85546875, 5345.87109375, 5560.98828125, 5513.84765625, 5666.81640625, 5336.796875, 5883.78125, 5690.484375, 5175.1484375, 5904.96875, 5147.7109375, 5122.421875, 5463.3671875, 5086.25, 5180.5, 4934.0546875, 4869.09375, 4948.8671875, 4569.6484375, 4787.421875, 4621.3125, 4785.0859375, 4693.765625, 5157.75, 4979.859375, 5111.984375, 5571.6875, 5014.7734375, 4745.890625, 5239.25, 5178.0078125, 5089.3671875, 5146.2734375, 5108.1015625, 4640.1875, 4931.671875, 4978.0390625, 4902.921875, 4793.6875, 5013.5078125, 4299.15625, 4832.0546875, 4520.0546875, 4424.9140625, 4411.46875, 4393.0625, 5090.0390625];[4765.359375, 4729.640625, 4991.921875, 5045.109375, 5264.2265625, 5117.9140625, 5300.2734375, 5080.921875, 5041.703125, 5280.1484375]
772;[4765.359375, 4729.640625, 4991.921875, 5045.109375, 5264.2265625, 5117.9140625, 5300.2734375, 5080.921875, 5041.703125, 5280.1484375, 4851.203125, 5156.7421875, 5020.6484375, 4733.4921875, 4731.8984375, 4895.9609375, 4761.8515625, 4616.3671875, 4512.3203125, 4677.3984375, 4346.15625, 4473.609375, 4463.7421875, 4815.484375, 4538.2890625, 5091.7890625, 5038.140625, 4873.4296875, 5245.84375, 4868.453125, 5248.3828125, 4926.1171875, 5503.296875, 5203.8671875, 5044.3828125, 5441.84375, 4934.3984375, 4733.3828125, 5253.0390625, 4770.296875, 4686.078125, 4715.078125, 5046.5078125, 4408.6875, 4840.625, 4436.4296875, 4252.2890625, 5186.0390625, 2528.018310546875, 5098.94091796875];[133.90185546875, 5119.843505859375, 5508.539306640625, 4755.62353515625, 5294.231689453125, 5277.60009765625, 5163.625, 5017.3701171875, 5196.72900390625, 4759.53564453125]
773;[133.90185546875, 5119.843505859375, 5508.539306640625, 4755.62353515625, 5294.231689453125, 5277.60009765625, 5163.625, 5017.3701171875, 5196.72900390625, 4759.53564453125, 4966.5009765625, 4730.44921875, 5033.7216796875, 4600.435546875, 4738.37841796875, 4591.63916015625, 4508.8349609375, 4407.59375, 4640.93017578125, 4147.60400390625, 4437.490234375, 4667.27734375, 5027.3759765625, 4751.2744140625, 4916.849609375, 5330.623046875, 5025.1064453125, 4329.3154296875, 5388.087890625, 5215.7626953125, 5263.65625, 5294.951171875, 4975.3359375, 4876.857421875, 4814.271484375, 5025.8935546875, 4841.263671875, 5063.66015625, 4603.998046875, 4610.646484375, 4481.8125, 4493.953125, 4473.3359375, 4364.662109375, 4364.5703125, 4678.65234375, 4725.154296875, 5165.017578125, 5251.244140625, 5257.357421875];[5162.1953125, 4860.12109375, 5441.232421875, 4768.15625, 5166.71484375, 5456.62109375, 4809.736328125, 4932.20703125, 5021.142578125, 5021.34375]
774;[5162.1953125, 4860.12109375, 5441.232421875, 4768.15625, 5166.71484375, 5456.62109375, 4809.736328125, 4932.20703125, 5021.142578125, 5021.34375, 5139.974609375, 4631.63671875, 5047.265625, 4441.87890625, 4543.58984375, 4621.041015625, 4455.5390625, 4276.900390625, 4851.35546875, 4644.1796875, 4896.080078125, 5144.9609375, 5157.734375, 5055.646484375, 5176.47265625, 5313.5078125, 5552.130859375, 5192.060546875, 5507.7890625, 5628.94140625, 4972.0078125, 5294.4765625, 4973.515625, 5328.69140625, 4859.3828125, 5174.609375, 4704.00390625, 4846.921875, 4641.5234375, 4614.6796875, 4552.27734375, 4627.71484375, 4602.9375, 4685.6875, 5405.734375, 4942.64453125, 5038.2421875, 5510.2890625, 5455.76171875, 5317.078125];[5167.8203125, 5778.6640625, 5571.015625, 5371.7890625, 5693.08203125, 5440.40625, 4987.39453125, 5236.63671875, 5240.59765625, 5003.546875]
775;[5167.8203125, 5778.6640625, 5571.015625, 5371.7890625, 5693.08203125, 5440.40625, 4987.39453125, 5236.63671875, 5240.59765625, 5003.546875, 4815.99609375, 4946.77734375, 4647.18359375, 4617.71875, 4808.58984375, 4296.52734375, 4847.73828125, 4743.03125, 5020.890625, 5370.0859375, 5370.35546875, 5492.1328125, 5632.3125, 5336.1171875, 5970.86328125, 5510.81640625, 5397.79296875, 5737.25, 5339.65234375, 5227.44140625, 5143.78125, 5195.265625, 4922.66796875, 5041.60546875, 4765.46484375, 4911.671875, 4810.81640625, 4544.7109375, 4741.671875, 4430.046875, 4538.578125, 4923.5859375, 4877.09765625, 5154.20703125, 5442.40625, 5383.98828125, 5717.75, 5848.4765625, 5609.421875, 5638.4296875];[5783.390625, 5260.25, 5136.7734375, 5295.7109375, 5137.578125, 5265.296875, 5085.4453125, 5070.5859375, 5001.53125, 4784.0859375]
776;[5783.390625, 5260.25, 5136.7734375, 5295.7109375, 5137.578125, 5265.296875, 5085.4453125, 5070.5859375, 5001.53125, 4784.0859375, 4795.703125, 4889.734375, 4652.625, 4399.0, 5050.5546875, 4917.40625, 4951.265625, 4527.390625, 725.8203125, 5415.4453125, 5712.796875, 5596.984375, 5505.734375, 5262.03125, 5568.515625, 5315.84375, 5253.296875, 5471.0078125, 4992.0078125, 5061.0390625, 5159.21875, 5339.5859375, 5028.296875, 4725.6640625, 5155.09375, 4576.78125, 4796.109375, 4608.4140625, 5046.7265625, 4709.2265625, 4643.5, 5208.0234375, 4813.1015625, 5228.6328125, 5463.46875, 5331.5625, 5164.3984375, 5127.125, 4972.21875, 5021.53125];[5300.171875, 4781.671875, 4838.03125, 5192.40625, 4949.6015625, 4683.34375, 4617.84375, 4938.609375, 4425.625, 4655.0546875]
777;[5300.171875, 4781.671875, 4838.03125, 5192.40625, 4949.6015625, 4683.34375, 4617.84375, 4938.609375, 4425.625, 4655.0546875, 4530.2578125, 4480.1796875, 4496.6484375, 5135.9765625, 4761.734375, 5146.6640625, 5286.7109375, 5364.6953125, 5139.5546875, 5083.5546875, 5261.53125, 5385.421875, 4824.015625, 5359.140625, 5066.9296875, 4979.8125, 5083.640625, 5017.5078125, 4668.96875, 4794.984375, 4927.6796875, 4664.0390625, 4722.75, 4605.1796875, 4660.3203125, 4480.375, 4316.7265625, 4867.46875, 4781.1171875, 5255.4375, 4928.5859375, 5218.4296875, 5291.28125, 5471.8359375, 5161.3984375, 5307.421875, 5441.484375, 5140.8984375, 5220.453125, 4934.15625];[5126.5234375, 5073.171875, 4984.640625, 5137.484375, 4724.8125, 4812.515625, 4859.6640625, 4388.421875, 4693.359375, 4302.921875]
778;[5126.5234375, 5073.171875, 4984.640625, 5137.484375, 4724.8125, 4812.515625, 4859.6640625, 4388.421875, 4693.359375, 4302.921875, 5094.1875, 4798.828125, 4681.5703125, 4993.046875, 5276.328125, 5302.390625, 5150.890625, 5390.1953125, 5207.5546875, 5422.6640625, 5185.6171875, 5188.296875, 5130.015625, 5327.328125, 4940.5234375, 5247.125, 5011.8125, 5048.21875, 4735.9609375, 5034.4375, 4588.5390625, 4514.984375, 4514.4453125, 4737.953125, 4784.5234375, 4723.9921875, 5071.96875, 5091.3984375, 5172.328125, 5469.2890625, 5239.515625, 5379.75, 5482.34375, 5595.90625, 5519.09375, 5463.390625, 5424.671875, 5332.109375, 5314.453125, 4966.03125];[5326.015625, 5068.078125, 4893.3125, 4863.125, 4655.640625, 4413.046875, 4743.140625, 4528.28125, 4398.5625, 4979.109375]
779;[5326.015625, 5068.078125, 4893.3125, 4863.125, 4655.640625, 4413.046875, 4743.140625, 4528.28125, 4398.5625, 4979.109375, 4897.03125, 4990.953125, 5132.296875, 5289.25, 4786.734375, 5504.5625, 5329.203125, 5456.609375, 5405.09375, 5438.71875, 5368.21875, 5248.71875, 5129.5, 5127.34375, 5084.265625, 4905.078125, 4778.390625, 4726.6875, 4743.421875, 4687.890625, 4254.140625, 4392.484375, 4782.328125, 4514.0, 5173.0, 4783.953125, 2834.421875, 5309.453125, 5323.359375, 5350.265625, 4975.375, 5352.640625, 4969.21875, 5240.53125, 4959.953125, 5002.8125, 4914.671875, 5261.296875, 4672.8125, 4984.0625];[4401.078125, 4516.9375, 4697.71875, 4174.328125, 4391.875, 4074.109375, 4221.53125, 4737.84375, 4594.328125, 5127.234375]
780;[4401.078125, 4516.9375, 4697.71875, 4174.328125, 4391.875, 4074.109375, 4221.53125, 4737.84375, 4594.328125, 5127.234375, 5119.890625, 4852.765625, 5596.859375, 4901.578125, 5254.9375, 5097.796875, 4143.300872802734, 5219.086944580078, 4908.5804443359375, 4832.46142578125, 5517.22705078125, 4944.34423828125, 4868.301513671875, 5155.75537109375, 4674.537109375, 4423.167724609375, 4943.89990234375, 4339.5458984375, 4389.8486328125, 4294.87646484375, 4483.17578125, 4458.6337890625, 4820.05224609375, 5473.1875, 4831.05419921875, 5289.453125, 4718.22686767578, 5775.783874511719, 5267.48876953125, 5376.5029296875, 5634.65771484375, 1331.1708984375, 4830.743225097656, 5822.090270996094, 5502.913818359375, 5155.11181640625, 5409.0986328125, 5149.534912109375, 4805.49560546875, 4853.9736328125];[4786.96337890625, 4462.81298828125, 4595.890625, 5073.48779296875, 4744.73388671875, 4672.85791015625, 5535.25927734375, 5198.193359375, 5347.9990234375, 5827.609375]
781;[4786.96337890625, 4462.81298828125, 4595.890625, 5073.48779296875, 4744.73388671875, 4672.85791015625, 5535.25927734375, 5198.193359375, 5347.9990234375, 5827.609375, 5352.3740234375, 5664.0146484375, 5920.869140625, 5660.4052734375, 5671.3388671875, 5281.5576171875, 5102.2060546875, 5421.3564453125, 5246.9765625, 5179.13671875, 5067.3466796875, 4897.3349609375, 5036.892578125, 4773.6865234375, 4681.140625, 4721.7265625, 4723.8203125, 4771.2578125, 5063.107421875, 5211.83984375, 5413.716796875, 5082.658203125, 5687.513671875, 5412.2421875, 5528.591796875, 5535.458984375, 5650.361328125, 5208.7734375, 5833.595703125, 5418.419921875, 5346.552734375, 5092.70703125, 5496.42578125, 5113.642578125, 5333.6484375, 4970.888671875, 4767.60546875, 4599.228515625, 4863.533203125, 4755.85546875];[4443.70703125, 4459.19921875, 5176.685546875, 4817.685546875, 5453.08984375, 5538.52734375, 5513.73046875, 5675.87109375, 5876.6328125, 5752.3515625]
